reason,accession,type,variant,isoform,protein_len,taxonomy id,organism,vgnc_id,hgnc_id,ncbi_id,ensembl_gene_id,species_name,order
exact_duplicate,XP_023111196.1,H2A,macroH2A.1,,371,9685,Cat,VGNC:81624,,101080257,ENSFCAG00000013924,Felis catus,Carnivora
exact_duplicate,XP_023111195.1,H2A,macroH2A.1,,372,9685,Cat,VGNC:81624,,101080257,ENSFCAG00000013924,Felis catus,Carnivora
exact_duplicate,XP_023111195.1,H2A,macroH2A.1,,372,9685,Cat,VGNC:81624,,101080257,ENSFCAG00000013924,Felis catus,Carnivora
exact_duplicate,NP_777234.1,H2A,H2A.Z.1,,128,9913,Cattle,VGNC:83610,,287016,ENSBTAG00000004428,Bos taurus,Artiodactyla
exact_duplicate,NP_001033286.1,H2A,H2A.Z.2,,128,9913,Cattle,VGNC:83607,,613618,ENSBTAG00000016975,Bos taurus,Artiodactyla
exact_duplicate,NP_001033286.1,H2A,H2A.Z.2,,128,9913,Cattle,VGNC:83607,,613618,ENSBTAG00000016975,Bos taurus,Artiodactyla
exact_duplicate,NP_001033286.1,H2A,H2A.Z.2,,128,9913,Cattle,VGNC:83607,,613618,ENSBTAG00000016975,Bos taurus,Artiodactyla
exact_duplicate,NP_001033286.1,H2A,H2A.Z.2,,128,9913,Cattle,VGNC:83607,,613618,ENSBTAG00000016975,Bos taurus,Artiodactyla
exact_duplicate,XP_024850110.1,H2A,macroH2A.1,,339,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_024850110.1,H2A,macroH2A.1,,339,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_024850109.1,H2A,macroH2A.1,,371,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_024850109.1,H2A,macroH2A.1,,371,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209436.1,H2A,macroH2A.1,,368,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209436.1,H2A,macroH2A.1,,368,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209435.1,H2A,macroH2A.1,,369,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209435.1,H2A,macroH2A.1,,369,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209434.1,H2A,macroH2A.1,,372,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209434.1,H2A,macroH2A.1,,372,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209433.1,H2A,macroH2A.1,,372,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_005209433.1,H2A,macroH2A.1,,372,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,NP_001039805.1,H2A,macroH2A.1,,371,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,NP_001039805.1,H2A,macroH2A.1,,371,9913,Cattle,VGNC:83608,,532990,ENSBTAG00000016105,Bos taurus,Artiodactyla
exact_duplicate,XP_517363.3,H2A,H2A.Z.1,,128,9598,Chimpanzee,VGNC:83681,,461400.0,ENSPTRG00000016312,Pan troglodytes,Primates
exact_duplicate,XP_016800800.1,H2A,H2A.Z.2,,66,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800800.1,H2A,H2A.Z.2,,66,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800800.1,H2A,H2A.Z.2,,66,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800800.1,H2A,H2A.Z.2,,66,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800799.1,H2A,H2A.Z.2,,90,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800799.1,H2A,H2A.Z.2,,90,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800799.1,H2A,H2A.Z.2,,90,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800799.1,H2A,H2A.Z.2,,90,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800798.1,H2A,H2A.Z.2,,102,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800798.1,H2A,H2A.Z.2,,102,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800798.1,H2A,H2A.Z.2,,102,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800798.1,H2A,H2A.Z.2,,102,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800797.1,H2A,H2A.Z.2,,114,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800797.1,H2A,H2A.Z.2,,114,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800797.1,H2A,H2A.Z.2,,114,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800797.1,H2A,H2A.Z.2,,114,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800796.1,H2A,H2A.Z.2,,128,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800796.1,H2A,H2A.Z.2,,128,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800796.1,H2A,H2A.Z.2,,128,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,XP_016800796.1,H2A,H2A.Z.2,,128,9598,Chimpanzee,VGNC:14019,,453664.0,ENSPTRG00000019153,Pan troglodytes,Primates
exact_duplicate,NP_001229351.1,H2A,macroH2A.1,,372,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,NP_001229351.1,H2A,macroH2A.1,,372,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666194.1,H2A,macroH2A.1,,357,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666194.1,H2A,macroH2A.1,,357,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666193.1,H2A,macroH2A.1,,358,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666193.1,H2A,macroH2A.1,,358,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666192.1,H2A,macroH2A.1,,360,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666192.1,H2A,macroH2A.1,,360,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666191.1,H2A,macroH2A.1,,361,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_063666191.1,H2A,macroH2A.1,,361,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447783.1,H2A,macroH2A.1,,368,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447783.1,H2A,macroH2A.1,,368,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447782.1,H2A,macroH2A.1,,369,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447782.1,H2A,macroH2A.1,,369,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447781.1,H2A,macroH2A.1,,371,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,XP_009447781.1,H2A,macroH2A.1,,371,9598,Chimpanzee,VGNC:4025,,462076.0,ENSPTRG00000017256,Pan troglodytes,Primates
exact_duplicate,NP_001274021.1,H2A,H2A.Z.1,,128.0,9615,Dog,VGNC:83696,,478493,ENSCAFG00000010615,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038299721.1,H2A,H2A.Z.1,,102.0,9615,Dog,VGNC:83696,,478493,ENSCAFG00000010615,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545201.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545201.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545201.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545201.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545200.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545200.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545200.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545200.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545199.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545199.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545199.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545199.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545198.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545198.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545198.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038545198.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967514.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967514.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967514.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967514.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967513.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967513.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967513.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967513.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967512.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967512.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967512.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967512.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967511.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967511.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967511.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_013967511.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415467.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415467.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415467.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415467.1,H2A,H2A.Z.2,,90.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415466.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415466.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415466.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415466.1,H2A,H2A.Z.2,,128.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415465.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415465.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415465.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415465.1,H2A,H2A.Z.2,,146.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415464.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415464.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415464.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038415464.1,H2A,H2A.Z.2,,184.0,9615,Dog,VGNC:83697,,475501,ENSCAFG00000032723,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537506.1,H2A,macroH2A.1,,198.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537506.1,H2A,macroH2A.1,,198.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537505.1,H2A,macroH2A.1,,199.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537505.1,H2A,macroH2A.1,,199.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537504.1,H2A,macroH2A.1,,228.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537504.1,H2A,macroH2A.1,,228.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537503.1,H2A,macroH2A.1,,229.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537503.1,H2A,macroH2A.1,,229.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537502.1,H2A,macroH2A.1,,234.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537502.1,H2A,macroH2A.1,,234.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537501.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537501.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537500.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537500.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537499.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537499.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537498.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038537498.1,H2A,macroH2A.1,,235.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518113.1,H2A,macroH2A.1,,368.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518113.1,H2A,macroH2A.1,,368.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518106.1,H2A,macroH2A.1,,369.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518106.1,H2A,macroH2A.1,,369.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518097.1,H2A,macroH2A.1,,371.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518097.1,H2A,macroH2A.1,,371.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518078.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518078.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518069.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518069.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518060.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038518060.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_538635.3,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_538635.3,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408147.1,H2A,macroH2A.1,,368.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408147.1,H2A,macroH2A.1,,368.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408146.1,H2A,macroH2A.1,,369.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408146.1,H2A,macroH2A.1,,369.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408145.1,H2A,macroH2A.1,,371.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408145.1,H2A,macroH2A.1,,371.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
exact_duplicate,XP_038408144.1,H2A,macroH2A.1,,372.0,9615,Dog,VGNC:81622,,481514,ENSCAFG00000001076,Canis lupus familiaris,Carnivora
