gene_name,tissue,gene_class,gene_species_count,species_n,mean_score,median_score,std_score,min_score,max_score,range,max_species,max_species_name,_max_score_check,min_species,min_species_name,_min_score_check,passes_conservative_species_filter,is_conservative_candidate,is_high_confidence_candidate,candidate_level,low_variability_level,is_low_variability_p05,is_low_variability_p10
H2AC14,colon,clustered,7,6,39.7612962962963,43.325,36.472123069454234,0.0,96.48,96.48,sus_scrofa,Sus scrofa,96.48,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,True,high_confidence,background,False,False
H2AC1,spermatocyte,clustered,7,3,61.52333333333333,88.12,53.44331233497166,0.0,96.45,96.45,mus_musculus,Mus musculus,96.45,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,adipose tissue,clustered,5,3,53.76333333333333,64.89999999999999,49.15055476119607,0.0,96.39,96.39,macaca_mulatta,Macaca mulatta,96.39,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC7,brain,clustered,5,4,41.89666666666667,35.748333333333335,40.13201022182224,0.0,96.09,96.09,felis_catus,Felis catus,96.09,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,True,high_confidence,background,False,False
H2AX,hair follicle,variant,8,3,56.388888888888886,73.16,50.15249382669855,0.0,96.00666666666666,96.00666666666666,mus_musculus,Mus musculus,96.00666666666666,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AJ,mucosa of urinary bladder,variant,8,2,47.96,47.96,67.82568245141364,0.0,95.92,95.92,canis_lupus_familiaris,Canis lupus familiaris,95.92,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC17,ileum,clustered,6,2,47.9325,47.9325,67.78679157844837,0.0,95.865,95.865,sus_scrofa,Sus scrofa,95.865,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC20,olfactory segment of nasal mucosa,clustered,5,3,53.74666666666667,65.4,48.971180640590376,0.0,95.84,95.84,macaca_mulatta,Macaca mulatta,95.84,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AJ,diaphragm,variant,8,2,47.88,47.88,67.7125453664238,0.0,95.76,95.76,bos_taurus,Bos taurus,95.76,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC8,cerebellum,clustered,6,5,51.797333333333334,53.325,33.85406170445267,0.0,94.955,94.955,equus_caballus,Equus caballus,94.955,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC11,bone marrow,clustered,6,4,56.1025,64.995,39.913326408606935,0.0,94.42,94.42,equus_caballus,Equus caballus,94.42,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC11,oviduct epithelium,clustered,6,3,31.363333333333333,0.0,54.32288682805189,0.0,94.09,94.09,equus_caballus,Equus caballus,94.09,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC14,testis,clustered,7,7,36.79838095238095,31.56,35.66517754701801,0.0,94.05,94.05,sus_scrofa,Sus scrofa,94.05,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,True,high_confidence,background,False,False
H2AC20,brain,clustered,5,4,53.33770833333334,59.677916666666675,39.583070475004426,0.0,93.995,93.995,felis_catus,Felis catus,93.995,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC6,diaphragm,clustered,7,2,46.9975,46.9975,66.46450189762953,0.0,93.995,93.995,bos_taurus,Bos taurus,93.995,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC21,cerebellum,clustered,6,6,51.271833333333326,43.363,36.16799179062429,0.0,93.465,93.465,equus_caballus,Equus caballus,93.465,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC1,spermatid,clustered,7,3,54.080000000000005,68.8,48.42795886675382,0.0,93.44,93.44,mus_musculus,Mus musculus,93.44,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AX,ileum,variant,8,3,61.66166666666667,91.71,53.406302608712146,0.0,93.275,93.275,mus_musculus,Mus musculus,93.275,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC19,prostate gland,clustered,4,2,46.39277777777778,46.39277777777778,65.60929552949447,0.0,92.78555555555556,92.78555555555556,human,Homo sapiens,92.78555555555556,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC15,trachea,clustered,5,2,46.335,46.335,65.52758541255736,0.0,92.67,92.67,human,Homo sapiens,92.67,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC19,adult mammalian kidney,clustered,4,4,53.812954545454545,61.32090909090909,44.093845977632455,0.0,92.61,92.61,pan_troglodytes,Pan troglodytes,92.61,equus_caballus,Equus caballus,0.0,True,True,True,high_confidence,background,False,False
H2AC25,colon,clustered,6,5,50.331,47.24,34.88964359233267,0.0,92.15,92.15,sus_scrofa,Sus scrofa,92.15,pan_troglodytes,Pan troglodytes,0.0,True,True,True,high_confidence,background,False,False
H2AC20,liver,clustered,5,5,56.61341558441559,66.07636363636364,36.669597459088685,0.0,91.80571428571427,91.80571428571427,macaca_mulatta,Macaca mulatta,91.80571428571427,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC19,retina,clustered,4,2,45.865,45.865,64.862905038242,0.0,91.73,91.73,bos_taurus,Bos taurus,91.73,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AC6,prostate gland,clustered,7,2,45.8425,45.8425,64.83108523308861,0.0,91.685,91.685,human,Homo sapiens,91.685,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC6,oocyte,clustered,7,2,45.75,45.75,64.7002704785691,0.0,91.5,91.5,bos_taurus,Bos taurus,91.5,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC14,ovary,clustered,7,4,41.55083333333333,37.568333333333335,39.27966162777618,0.0,91.06666666666666,91.06666666666666,sus_scrofa,Sus scrofa,91.06666666666666,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,True,high_confidence,background,False,False
H2AC11,caecum,clustered,6,3,50.92333333333334,61.71,46.478436218673856,0.0,91.06,91.06,bos_taurus,Bos taurus,91.06,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC20,kidney,clustered,5,3,59.57416666666668,87.915,51.613008433759546,0.0,90.8075,90.8075,human,Homo sapiens,90.8075,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC8,monocyte,clustered,6,2,45.05,45.05,63.71032098490793,0.0,90.1,90.1,human,Homo sapiens,90.1,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC21,oocyte,clustered,6,2,45.025,45.025,63.6749656458486,0.0,90.05,90.05,bos_taurus,Bos taurus,90.05,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC8,caput epididymis,clustered,6,2,44.81,44.81,63.37090972993839,0.0,89.62,89.62,human,Homo sapiens,89.62,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AJ,triceps brachii,variant,8,3,56.89666666666667,81.36500000000001,49.43443545073953,0.0,89.325,89.325,bos_taurus,Bos taurus,89.325,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC20,cortex of kidney,clustered,5,3,50.50333333333333,62.19,45.79245825824743,0.0,89.32,89.32,macaca_mulatta,Macaca mulatta,89.32,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AX,olfactory bulb,variant,8,3,54.93357142857142,75.95,48.00916641323693,0.0,88.85071428571428,88.85071428571428,mus_musculus,Mus musculus,88.85071428571428,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC14,adipose tissue,clustered,7,5,32.9496,33.169999999999995,36.6458585763794,0.0,88.63,88.63,sus_scrofa,Sus scrofa,88.63,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,True,high_confidence,background,False,False
MACROH2A2,caecum,variant,8,3,48.947222222222216,58.35666666666666,44.9866873620943,0.0,88.485,88.485,human,Homo sapiens,88.485,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC16,epithelium of bronchus,clustered,4,2,44.2,44.2,62.508239456890806,0.0,88.4,88.4,human,Homo sapiens,88.4,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AJ,gluteal muscle,variant,8,2,43.825,43.825,61.97790937100089,0.0,87.65,87.65,bos_taurus,Bos taurus,87.65,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC21,testis,clustered,6,6,38.705555555555556,41.47833333333334,34.77268037900934,0.0,87.49,87.49,sus_scrofa,Sus scrofa,87.49,human,Homo sapiens,0.0,True,True,True,high_confidence,background,False,False
H2AJ,olfactory bulb,variant,8,2,43.72,43.72,61.82941694695172,0.0,87.44,87.44,canis_lupus_familiaris,Canis lupus familiaris,87.44,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AJ,oocyte,variant,8,3,52.306666666666665,69.85,46.10989734680975,0.0,87.07,87.07,sus_scrofa,Sus scrofa,87.07,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AX,superior surface of tongue,variant,8,2,43.395,43.395,61.36979753918046,0.0,86.79,86.79,human,Homo sapiens,86.79,mus_musculus,Mus musculus,0.0,False,False,False,background,background,False,False
MACROH2A2,thymus,variant,8,4,54.35875,65.37,38.00696347929767,0.0,86.695,86.695,human,Homo sapiens,86.695,pan_troglodytes,Pan troglodytes,0.0,True,True,True,high_confidence,background,False,False
H2AC11,ileum,clustered,6,3,51.48,68.015,45.52334373703232,0.0,86.425,86.425,bos_taurus,Bos taurus,86.425,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC20,adult mammalian kidney,clustered,5,5,48.37951515151516,51.11,32.38592609068248,0.0,86.03666666666668,86.03666666666668,macaca_mulatta,Macaca mulatta,86.03666666666668,bos_taurus,Bos taurus,0.0,True,True,True,high_confidence,background,False,False
H2AC17,testis,clustered,6,6,32.25380952380952,31.485,32.11137365772353,0.0,85.96,85.96,sus_scrofa,Sus scrofa,85.96,equus_caballus,Equus caballus,0.0,True,True,True,high_confidence,background,False,False
MACROH2A1,oocyte,variant,8,3,51.64333333333334,68.99,45.52033648088877,0.0,85.94,85.94,sus_scrofa,Sus scrofa,85.94,human,Homo sapiens,0.0,False,False,False,background,background,False,False
MACROH2A2,tonsil,variant,8,2,42.47666666666667,42.47666666666667,60.071078084401165,0.0,84.95333333333333,84.95333333333333,human,Homo sapiens,84.95333333333333,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC6,uterus,clustered,7,3,48.79944444444445,61.69333333333333,43.79981203451973,0.0,84.70500000000001,84.70500000000001,human,Homo sapiens,84.70500000000001,felis_catus,Felis catus,0.0,False,False,False,background,background,False,False
H2AC6,zone of skin,clustered,7,5,50.494,50.32,34.3587739202976,0.0,84.56857142857143,84.56857142857143,human,Homo sapiens,84.56857142857143,felis_catus,Felis catus,0.0,True,True,True,high_confidence,background,False,False
H2AC7,kidney,clustered,5,3,46.58416666666667,55.42,42.854948396694326,0.0,84.3325,84.3325,human,Homo sapiens,84.3325,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC13,kidney,clustered,7,4,55.02,67.9025,39.4416241636506,0.0,84.275,84.275,mus_musculus,Mus musculus,84.275,macaca_mulatta,Macaca mulatta,0.0,True,True,True,high_confidence,background,False,False
MACROH2A2,metanephros cortex,variant,8,4,48.51375,55.045,35.099648472836115,0.0,83.965,83.965,human,Homo sapiens,83.965,sus_scrofa,Sus scrofa,0.0,True,True,True,high_confidence,background,False,False
H2AX,triceps brachii,variant,8,3,52.25333333333333,72.81,45.59422149059389,0.0,83.95,83.95,mus_musculus,Mus musculus,83.95,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC15,ovary,clustered,5,3,46.315555555555555,55.086666666666666,42.612488692783394,0.0,83.86,83.86,canis_lupus_familiaris,Canis lupus familiaris,83.86,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,bone marrow,clustered,5,3,55.096666666666664,81.49,47.729090011578194,0.0,83.8,83.8,human,Homo sapiens,83.8,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,skeletal muscle tissue,clustered,5,3,46.675000000000004,56.27,42.69394599940371,0.0,83.755,83.755,macaca_mulatta,Macaca mulatta,83.755,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,blood,clustered,5,3,50.78208333333333,68.62,44.62246842142234,0.0,83.72625000000001,83.72625000000001,human,Homo sapiens,83.72625000000001,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC11,occipital lobe,clustered,6,3,27.69666666666667,0.0,47.97203386696601,0.0,83.09,83.09,canis_lupus_familiaris,Canis lupus familiaris,83.09,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC25,Ammon's horn,clustered,6,3,48.11708333333333,61.38,43.04632156782776,0.0,82.97125,82.97125,human,Homo sapiens,82.97125,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC17,kidney,clustered,6,4,33.150000000000006,24.855,40.60437661139498,0.0,82.89,82.89,human,Homo sapiens,82.89,macaca_mulatta,Macaca mulatta,0.0,True,True,True,high_confidence,background,False,False
H2AC11,monocyte,clustered,6,2,41.4,41.4,58.54844148224613,0.0,82.8,82.8,human,Homo sapiens,82.8,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
MACROH2A2,liver,variant,8,8,44.09391666666667,49.964,29.728774723014507,0.0,82.71000000000001,82.71000000000001,human,Homo sapiens,82.71000000000001,equus_caballus,Equus caballus,0.0,True,True,True,high_confidence,background,False,False
H2AC20,cerebellum,clustered,5,4,51.374,61.494,35.93018630622446,0.0,82.508,82.508,equus_caballus,Equus caballus,82.508,bos_taurus,Bos taurus,0.0,True,True,False,conservative,background,False,False
H2AC14,cerebral cortex,clustered,7,6,29.215,24.33,31.03692687751157,0.0,82.47,82.47,sus_scrofa,Sus scrofa,82.47,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
H2AJ,embryo,variant,8,3,53.193333333333335,77.18,46.14065596990721,0.0,82.4,82.4,felis_catus,Felis catus,82.4,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AX,trigeminal ganglion,variant,8,2,41.12083333333333,41.12083333333333,58.15364019608364,0.0,82.24166666666666,82.24166666666666,human,Homo sapiens,82.24166666666666,mus_musculus,Mus musculus,0.0,False,False,False,background,background,False,False
MACROH2A2,colon,variant,8,6,50.2875,55.125,26.965210874384052,0.0,82.135,82.135,human,Homo sapiens,82.135,sus_scrofa,Sus scrofa,0.0,True,True,False,conservative,background,False,False
H2AX,tibialis anterior,variant,8,2,40.9925,40.9925,57.9721494555791,0.0,81.985,81.985,mus_musculus,Mus musculus,81.985,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC25,zone of skin,clustered,6,4,40.09133333333333,39.19766666666666,33.67010507854111,0.0,81.97,81.97,human,Homo sapiens,81.97,felis_catus,Felis catus,0.0,True,True,False,conservative,background,False,False
H2AX,vastus lateralis,variant,8,2,40.985,40.985,57.9615428538613,0.0,81.97,81.97,mus_musculus,Mus musculus,81.97,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC6,prefrontal cortex,clustered,7,7,48.944704184704186,60.07,31.852667279490646,0.0,81.88111111111112,81.88111111111112,human,Homo sapiens,81.88111111111112,equus_caballus,Equus caballus,0.0,True,True,False,conservative,background,False,False
H2AX,pigmented layer of retina,variant,8,2,40.85875,40.85875,57.7829983916117,0.0,81.7175,81.7175,human,Homo sapiens,81.7175,mus_musculus,Mus musculus,0.0,False,False,False,background,background,False,False
MACROH2A2,lung,variant,8,6,50.689345238095235,50.92928571428571,29.817869158337043,0.0,81.59,81.59,canis_lupus_familiaris,Canis lupus familiaris,81.59,pan_troglodytes,Pan troglodytes,0.0,True,True,False,conservative,background,False,False
H2AC20,heart,clustered,5,3,51.49933333333333,72.94800000000001,44.80663568416327,0.0,81.55,81.55,macaca_mulatta,Macaca mulatta,81.55,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
MACROH2A2,penis,variant,8,2,40.705,40.705,57.56556305639683,0.0,81.41,81.41,human,Homo sapiens,81.41,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC8,prostate gland,clustered,6,2,40.6940625,40.6940625,57.55009509555838,0.0,81.388125,81.388125,human,Homo sapiens,81.388125,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC21,oviduct epithelium,clustered,6,2,40.66,40.66,57.50192344609004,0.0,81.32,81.32,equus_caballus,Equus caballus,81.32,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC14,kidney,clustered,7,4,28.6575,16.74,38.38933738683178,0.0,81.15,81.15,human,Homo sapiens,81.15,macaca_mulatta,Macaca mulatta,0.0,True,True,False,conservative,background,False,False
H2AX,cingulate cortex,variant,8,2,40.54,40.54,57.33221781860527,0.0,81.08,81.08,mus_musculus,Mus musculus,81.08,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC20,spleen,clustered,5,4,49.990227272727275,59.485454545454544,35.65870084090498,0.0,80.99000000000001,80.99000000000001,macaca_mulatta,Macaca mulatta,80.99000000000001,bos_taurus,Bos taurus,0.0,True,True,False,conservative,background,False,False
MACROH2A2,leukocyte,variant,8,3,44.316250000000004,52.21875,40.94105952082213,0.0,80.73,80.73,human,Homo sapiens,80.73,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AC16,bone marrow,clustered,4,3,48.961666666666666,66.21,43.01444708854612,0.0,80.67500000000001,80.67500000000001,human,Homo sapiens,80.67500000000001,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
MACROH2A2,lymph node,variant,8,5,37.05433333333333,51.94,35.74703195915556,0.0,80.63166666666666,80.63166666666666,human,Homo sapiens,80.63166666666666,pan_troglodytes,Pan troglodytes,0.0,True,True,False,conservative,background,False,False
H2AC15,thymus,clustered,5,3,26.863333333333333,0.0,46.528658193991944,0.0,80.59,80.59,human,Homo sapiens,80.59,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC25,retina,clustered,6,2,40.2,40.2,56.85138520739842,0.0,80.4,80.4,bos_taurus,Bos taurus,80.4,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC21,lymph node,clustered,6,4,47.14125,54.1075,33.781880837464726,0.0,80.35,80.35,pan_troglodytes,Pan troglodytes,80.35,sus_scrofa,Sus scrofa,0.0,True,True,False,conservative,background,False,False
H2AC7,cerebellum,clustered,5,4,20.073125,0.0,40.14625,0.0,80.2925,80.2925,equus_caballus,Equus caballus,80.2925,bos_taurus,Bos taurus,0.0,True,True,False,conservative,background,False,False
H2AC17,brainstem,clustered,6,2,40.01,40.01,56.58268463054753,0.0,80.02,80.02,sus_scrofa,Sus scrofa,80.02,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AC11,cerebellum,clustered,6,6,21.13416666666667,0.0,34.36903408835731,0.0,79.93,79.93,equus_caballus,Equus caballus,79.93,bos_taurus,Bos taurus,0.0,True,True,False,conservative,background,False,False
H2AC13,cerebellum,clustered,7,6,37.86041666666667,38.97416666666667,34.343329441869464,0.0,79.89750000000001,79.89750000000001,equus_caballus,Equus caballus,79.89750000000001,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
MACROH2A2,duodenum,variant,8,3,44.34916666666667,53.3675,40.59831710900507,0.0,79.68,79.68,human,Homo sapiens,79.68,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC21,lung,clustered,6,5,50.334523809523816,63.71428571428572,30.9510813133745,0.0,79.635,79.635,sus_scrofa,Sus scrofa,79.635,macaca_mulatta,Macaca mulatta,0.0,True,True,False,conservative,background,False,False
MACROH2A2,oocyte,variant,8,3,26.536666666666665,0.0,45.96285493018611,0.0,79.61,79.61,human,Homo sapiens,79.61,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AX,globus pallidus,variant,8,2,39.785,39.785,56.264486579013585,0.0,79.57,79.57,mus_musculus,Mus musculus,79.57,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC16,kidney,clustered,4,2,39.7275,39.7275,56.18316929917713,0.0,79.455,79.455,human,Homo sapiens,79.455,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC12,kidney,clustered,6,5,28.490499999999997,18.66,33.77936391126985,0.0,79.3925,79.3925,human,Homo sapiens,79.3925,macaca_mulatta,Macaca mulatta,0.0,True,True,False,conservative,background,False,False
H2AC25,granulocyte,clustered,6,2,39.665,39.665,56.09478095152881,0.0,79.33,79.33,human,Homo sapiens,79.33,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC20,lung,clustered,5,3,52.67261904761904,78.79285714285713,45.61633791596981,0.0,79.225,79.225,macaca_mulatta,Macaca mulatta,79.225,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AX,saliva-secreting gland,variant,8,3,41.108,44.29,39.61296671545821,0.0,79.03399999999999,79.03399999999999,human,Homo sapiens,79.03399999999999,mus_musculus,Mus musculus,0.0,False,False,False,background,background,False,False
H2AC14,skeletal muscle tissue,clustered,7,6,27.424444444444447,20.298333333333336,32.705790698058124,0.0,78.27000000000001,78.27000000000001,sus_scrofa,Sus scrofa,78.27000000000001,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
H2AC25,bone marrow,clustered,6,4,51.7675,64.405,35.34449827530918,0.0,78.26,78.26,human,Homo sapiens,78.26,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
H2AC13,thymus,clustered,7,4,51.065625,63.07,35.531546451416474,0.0,78.1225,78.1225,mus_musculus,Mus musculus,78.1225,human,Homo sapiens,0.0,True,True,False,conservative,background,False,False
H2AC8,corpus epididymis,clustered,6,2,39.035000000000004,39.035000000000004,55.20382640723377,0.0,78.07000000000001,78.07000000000001,human,Homo sapiens,78.07000000000001,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC14,spleen,clustered,7,7,39.327,44.434000000000005,29.77021925235576,0.0,77.968,77.968,sus_scrofa,Sus scrofa,77.968,felis_catus,Felis catus,0.0,True,True,False,conservative,background,False,False
H2AC6,nasal cavity mucosa,clustered,7,2,38.980000000000004,38.980000000000004,55.126044661303254,0.0,77.96000000000001,77.96000000000001,bos_taurus,Bos taurus,77.96000000000001,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC11,tongue,clustered,6,3,40.03666666666667,42.15,39.022942397176216,0.0,77.96,77.96,canis_lupus_familiaris,Canis lupus familiaris,77.96,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AX,diaphragm,variant,8,2,38.9,38.9,55.012907576313395,0.0,77.8,77.8,mus_musculus,Mus musculus,77.8,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC25,adrenal gland,clustered,6,3,44.92444444444445,57.24,40.2070780575501,0.0,77.53333333333335,77.53333333333335,human,Homo sapiens,77.53333333333335,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC12,bone marrow,clustered,6,4,47.28125,56.0275,33.35658615001441,0.0,77.07,77.07,human,Homo sapiens,77.07,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
MACROH2A2,olfactory bulb,variant,8,2,38.335,38.335,54.2138769135726,0.0,76.67,76.67,canis_lupus_familiaris,Canis lupus familiaris,76.67,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AX,quadriceps femoris,variant,8,2,38.285555555555554,38.285555555555554,54.14395190965526,0.0,76.57111111111111,76.57111111111111,mus_musculus,Mus musculus,76.57111111111111,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC25,saliva-secreting gland,clustered,6,3,49.24000000000001,71.21000000000001,42.725351958760974,0.0,76.51,76.51,human,Homo sapiens,76.51,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AB3,testis,variant,5,5,44.12045714285714,46.428,33.36806301329437,0.0,76.43928571428572,76.43928571428572,mus_musculus,Mus musculus,76.43928571428572,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,True,False,conservative,background,False,False
H2AC25,prostate gland,clustered,6,2,38.06777777777778,38.06777777777778,53.83596762273845,0.0,76.13555555555556,76.13555555555556,human,Homo sapiens,76.13555555555556,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
