species_count	selected_species_dirs	selected_species_names	gene_name	anatomical_entity	gene_tissue_label	gene_class	canonical_label	gene_number	anatomical_entity_letter	plot_label	selected_values_csv	n_species	mean_score	std_score	min_score	max_score	range_score	error_bar_low	error_bar_high	plot_order
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AC14	spleen	H2AC14:spleen	clustered	H2AC14:HGNC:4727	1	K	1:K	44.434000,46.832000,41.335000,0.000000,64.720000,77.968000	6	45.881499999999996	26.507410192246244	0.0	77.968	77.968	19.37408980775375	72.38891019224624	11
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AC14	testis	H2AC14:testis	clustered	H2AC14:HGNC:4727	1	L	1:L	31.560000,58.612000,0.000000,60.586667,0.000000,94.050000	6	40.80144444444445	37.3068347873664	0.0	94.05	94.05	3.494609657078051	78.10827923181085	12
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	adult mammalian kidney	H2AJ:adult mammalian kidney	variant	H2AJ:HGNC:14456	2	A	2:A	93.001667,93.890000,87.706667,95.746667,95.240000,97.280000	6	93.81083333333333	3.3390703546546225	87.70666666666666	97.28	9.573333333333338	90.47176297867871	97.14990368798796	13
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	cerebellum	H2AJ:cerebellum	variant	H2AJ:HGNC:14456	2	B	2:B	80.753000,89.000000,79.182500,76.496000,74.210000,85.266667	6	80.81802777777777	5.5092684152522695	74.21000000000001	89.0	14.789999999999992	75.3087593625255	86.32729619303004	14
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	cerebral cortex	H2AJ:cerebral cortex	variant	H2AJ:HGNC:14456	2	C	2:C	79.383333,90.620000,83.145000,67.200000,77.230000,72.660000	6	78.37305555555555	8.15551976793541	67.2	90.62	23.42	70.21753578762014	86.52857532349097	15
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	colon	H2AJ:colon	variant	H2AJ:HGNC:14456	2	D	2:D	94.081765,93.290000,92.155000,92.380000,87.670000,92.025000	6	91.9336274509804	2.2311146272245774	87.67	94.08176470588236	6.411764705882362	89.70251282375582	94.16474207820497	16
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	frontal cortex	H2AJ:frontal cortex	variant	H2AJ:HGNC:14456	2	E	2:E	79.241667,91.020000,87.943333,74.020000,75.180000,84.031429	6	81.90607142857142	6.9073667988680265	74.02	91.02	17.0	74.9987046297034	88.81343822743945	17
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	heart	H2AJ:heart	variant	H2AJ:HGNC:14456	2	F	2:F	91.803333,87.332500,77.396667,94.886000,93.718000,90.205000	6	89.22358333333334	6.3770398529498875	77.39666666666666	94.886	17.489333333333335	82.84654348038345	95.60062318628323	18
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	liver	H2AJ:liver	variant	H2AJ:HGNC:14456	2	G	2:G	93.159048,94.906875,92.747143,96.141429,96.816667,97.355000	6	95.18769345238094	1.9189024055294175	92.74714285714286	97.355	4.607857142857142	93.26879104685152	97.10659585791036	19
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	lung	H2AJ:lung	variant	H2AJ:HGNC:14456	2	H	2:H	89.018667,94.694286,89.690000,90.035000,90.100000,89.247500	6	90.46424206349207	2.115646027451944	89.01866666666666	94.69428571428573	5.675619047619065	88.34859603604012	92.57988809094401	20
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	prefrontal cortex	H2AJ:prefrontal cortex	variant	H2AJ:HGNC:14456	2	I	2:I	84.366250,79.970000,79.720000,76.245000,74.812727,84.500000	6	79.93566287878788	4.00939962634338	74.81272727272727	84.5	9.687272727272727	75.9262632524445	83.94506250513126	21
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	skeletal muscle tissue	H2AJ:skeletal muscle tissue	variant	H2AJ:HGNC:14456	2	J	2:J	81.930833,90.727500,91.890000,88.405000,87.000000,86.565000	6	87.75305555555558	3.528838362008837	81.93083333333333	91.89	9.959166666666675	84.22421719354674	91.28189391756442	22
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	spleen	H2AJ:spleen	variant	H2AJ:HGNC:14456	2	K	2:K	95.636667,95.172000,90.493333,90.095000,91.670000,85.764286	6	91.47188095238096	3.647069293863276	85.76428571428572	95.63666666666668	9.872380952380965	87.82481165851767	95.11895024624424	23
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AJ	testis	H2AJ:testis	variant	H2AJ:HGNC:14456	2	L	2:L	91.194615,77.035000,61.297778,99.533333,99.815000,72.000000	6	83.47928774928776	15.807823577683926	61.29777777777778	99.815	38.517222222222216	67.67146417160384	99.28711132697168	24
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	adult mammalian kidney	H2AZ1:adult mammalian kidney	variant	H2AZ1:HGNC:4741	3	A	3:A	96.835000,93.482500,98.773333,94.130000,95.626667,90.585000	6	94.90541666666667	2.8459176293030297	90.585	98.77333333333333	8.188333333333333	92.05949903736364	97.7513342959697	25
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	cerebellum	H2AZ1:cerebellum	variant	H2AZ1:HGNC:4741	3	B	3:B	98.072353,94.986667,97.745000,98.546000,96.925000,96.496667	6	97.12861437908498	1.2890548812956626	94.98666666666668	98.546	3.5593333333333277	95.83955949778931	98.41766926038065	26
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	cerebral cortex	H2AZ1:cerebral cortex	variant	H2AZ1:HGNC:4741	3	C	3:C	98.171000,95.795000,97.380000,99.100000,97.760000,96.710000	6	97.48599999999999	1.1508423002305743	95.795	99.1	3.3049999999999926	96.33515769976941	98.63684230023057	27
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	colon	H2AZ1:colon	variant	H2AZ1:HGNC:4741	3	D	3:D	98.659444,95.350000,97.705000,98.560000,94.070000,97.760000	6	97.0174074074074	1.8744365957375952	94.07	98.65944444444445	4.589444444444453	95.14297081166981	98.891844003145	28
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	frontal cortex	H2AZ1:frontal cortex	variant	H2AZ1:HGNC:4741	3	E	3:E	97.528077,96.436667,97.320000,97.200000,97.695000,95.657143	6	96.9728144078144	0.7772342824037504	95.65714285714286	97.695	2.037857142857135	96.19558012541064	97.75004869021815	29
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	heart	H2AZ1:heart	variant	H2AZ1:HGNC:4741	3	F	3:F	97.576250,90.385000,97.856667,93.706000,93.932000,88.376667	6	93.63876388888889	3.7858065309846887	88.37666666666667	97.85666666666668	9.480000000000018	89.8529573579042	97.42457041987358	30
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	liver	H2AZ1:liver	variant	H2AZ1:HGNC:4741	3	G	3:G	95.572609,90.137500,92.921429,92.651429,93.586667,91.655000	6	92.75410541752933	1.829224708164443	90.1375	95.57260869565218	5.4351086956521755	90.92488070936488	94.58333012569378	31
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	lung	H2AZ1:lung	variant	H2AZ1:HGNC:4741	3	H	3:H	98.176364,95.870000,98.537500,96.835000,94.870000,93.837500	6	96.35439393939394	1.8487469157248635	93.8375	98.5375	4.699999999999989	94.50564702366908	98.2031408551188	32
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	prefrontal cortex	H2AZ1:prefrontal cortex	variant	H2AZ1:HGNC:4741	3	I	3:I	97.592000,95.380000,96.360000,98.327500,97.490000,96.260000	6	96.90158333333333	1.084094572289091	95.38	98.3275	2.947500000000005	95.81748876104425	97.98567790562242	33
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	skeletal muscle tissue	H2AZ1:skeletal muscle tissue	variant	H2AZ1:HGNC:4741	3	J	3:J	96.186875,93.677500,96.830000,95.670000,92.470000,93.990000	6	94.8040625	1.6820302905826352	92.47	96.83	4.359999999999999	93.12203220941737	96.48609279058263	34
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	spleen	H2AZ1:spleen	variant	H2AZ1:HGNC:4741	3	K	3:K	98.736667,96.928000,97.703333,97.915000,96.860000,96.281429	6	97.40407142857144	0.8842398396952633	96.28142857142858	98.73666666666666	2.4552380952380872	96.51983158887617	98.28831126826671	35
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ1	testis	H2AZ1:testis	variant	H2AZ1:HGNC:4741	3	L	3:L	98.533077,91.763333,99.209000,98.636667,98.640000,97.920000	6	97.45034615384616	2.8160430201942006	91.76333333333334	99.209	7.445666666666668	94.63430313365195	100.26638917404036	36
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	adult mammalian kidney	H2AZ2:adult mammalian kidney	variant	H2AZ2:HGNC:20664	4	A	4:A	94.768667,95.587500,95.993333,96.343333,89.150000,94.182500	6	94.33755555555557	2.6626204128570428	89.14999999999999	96.34333333333336	7.193333333333371	91.67493514269853	97.0001759684126	37
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	cerebellum	H2AZ2:cerebellum	variant	H2AZ2:HGNC:20664	4	B	4:B	97.361176,94.146667,92.142500,96.990000,93.380000,86.126667	6	93.35783496732024	4.089228456081793	86.12666666666667	97.36117647058823	11.234509803921569	89.26860651123845	97.44706342340204	38
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	cerebral cortex	H2AZ2:cerebral cortex	variant	H2AZ2:HGNC:20664	4	C	4:C	96.916000,94.375000,88.970000,94.890000,86.950000,85.790000	6	91.31516666666668	4.660328332496182	85.79	96.916	11.12599999999999	86.6548383341705	95.97549499916286	39
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	colon	H2AZ2:colon	variant	H2AZ2:HGNC:20664	4	D	4:D	96.737778,98.230000,95.510000,97.730000,95.510000,95.320000	6	96.5062962962963	1.2581494673942881	95.32	98.23	2.910000000000011	95.24814682890201	97.76444576369059	40
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	frontal cortex	H2AZ2:frontal cortex	variant	H2AZ2:HGNC:20664	4	E	4:E	96.390000,95.000000,91.176667,92.550000,85.930000,83.560000	6	90.76777777777778	5.0640052951818335	83.55999999999999	96.39	12.830000000000013	85.70377248259595	95.83178307295961	41
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	heart	H2AZ2:heart	variant	H2AZ2:HGNC:20664	4	F	4:F	97.665625,96.722500,95.946667,96.610000,93.800000,91.581667	6	95.38774305555556	2.270848977074049	91.58166666666666	97.665625	6.083958333333342	93.11689407848151	97.65859203262961	42
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	liver	H2AZ2:liver	variant	H2AZ2:HGNC:20664	4	G	4:G	94.340000,92.403750,91.805714,92.295714,86.473333,89.568333	6	91.14780753968255	2.7518525841963863	86.47333333333334	94.34	7.86666666666666	88.39595495548616	93.89966012387893	43
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	lung	H2AZ2:lung	variant	H2AZ2:HGNC:20664	4	H	4:H	94.425714,97.190000,96.682500,93.635000,87.180000,90.782500	6	93.3159523809524	3.787968935519743	87.18	97.19	10.009999999999991	89.52798344543265	97.10392131647214	44
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	prefrontal cortex	H2AZ2:prefrontal cortex	variant	H2AZ2:HGNC:20664	4	I	4:I	96.373000,91.610000,87.750000,94.697500,87.191818,83.660000	6	90.2137196969697	4.8609394919239675	83.66	96.373	12.713000000000008	85.35278020504573	95.07465918889368	45
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	skeletal muscle tissue	H2AZ2:skeletal muscle tissue	variant	H2AZ2:HGNC:20664	4	J	4:J	94.861176,97.010000,93.575000,94.785000,91.660000,96.480000	6	94.72852941176471	1.951412016497669	91.66	97.01	5.3500000000000085	92.77711739526704	96.67994142826238	46
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	spleen	H2AZ2:spleen	variant	H2AZ2:HGNC:20664	4	K	4:K	96.385000,98.328000,94.050000,95.165000,84.400000,93.672857	6	93.66680952380953	4.845213330462041	84.4	98.328	13.927999999999997	88.82159619334749	98.51202285427158	47
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	H2AZ2	testis	H2AZ2:testis	variant	H2AZ2:HGNC:20664	4	L	4:L	95.857692,94.785000,96.764000,97.193333,89.840000,87.113333	6	93.59222649572649	4.138560664793727	87.11333333333334	97.19333333333331	10.07999999999997	89.45366583093276	97.73078716052022	48
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	adult mammalian kidney	MACROH2A1:adult mammalian kidney	variant	MACROH2A1:HGNC:4740	5	A	5:A	94.455385,92.452500,95.153333,96.183333,89.970000,93.842500	6	93.67617521367521	2.206163408123775	89.96999999999998	96.18333333333334	6.2133333333333525	91.47001180555144	95.88233862179898	49
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	cerebellum	MACROH2A1:cerebellum	variant	MACROH2A1:HGNC:4740	5	B	5:B	97.263529,89.933333,96.715000,96.516000,95.147500,92.133333	6	94.61811601307188	2.946139143352881	89.93333333333334	97.26352941176472	7.330196078431385	91.671976869719	97.56425515642476	50
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	cerebral cortex	MACROH2A1:cerebral cortex	variant	MACROH2A1:HGNC:4740	5	C	5:C	96.469000,89.815000,94.525000,93.260000,93.490000,91.250000	6	93.13483333333333	2.3564774912285213	89.815	96.469	6.653999999999996	90.77835584210482	95.49131082456185	51
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	colon	MACROH2A1:colon	variant	MACROH2A1:HGNC:4740	5	D	5:D	97.430556,91.080000,95.305000,97.380000,85.280000,94.455000	6	93.48842592592592	4.649681993860754	85.28	97.43055555555556	12.150555555555556	88.83874393206517	98.13810791978668	52
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	frontal cortex	MACROH2A1:frontal cortex	variant	MACROH2A1:HGNC:4740	5	E	5:E	95.458462,90.083333,94.100000,94.420000,93.485000,93.964286	6	93.58518009768011	1.8378158253203374	90.08333333333331	95.45846153846152	5.375128205128206	91.74736427235977	95.42299592300044	53
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	heart	MACROH2A1:heart	variant	MACROH2A1:HGNC:4740	5	F	5:F	96.154000,87.745000,91.700000,94.792000,92.144000,95.978333	6	93.08555555555556	3.225625270422027	87.745	96.154	8.408999999999992	89.85993028513353	96.31118082597759	54
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	liver	MACROH2A1:liver	variant	MACROH2A1:HGNC:4740	5	G	5:G	94.205652,83.904375,94.011429,91.898571,89.473333,91.135000	6	90.77139341787439	3.808821417408904	83.904375	94.20565217391304	10.301277173913036	86.96257200046549	94.5802148352833	55
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	lung	MACROH2A1:lung	variant	MACROH2A1:HGNC:4740	5	H	5:H	97.953182,88.857143,95.572500,96.390000,90.090000,94.007500	6	93.81172077922076	3.6148843464093425	88.85714285714286	97.9531818181818	9.096038961038943	90.19683643281142	97.4266051256301	56
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	prefrontal cortex	MACROH2A1:prefrontal cortex	variant	MACROH2A1:HGNC:4740	5	I	5:I	96.130000,86.410000,93.900000,96.282500,94.028182,95.180000	6	93.65511363636364	3.6890194047183376	86.41	96.2825	9.872500000000002	89.9660942316453	97.34413304108197	57
6	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,pan_troglodytes,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Pan troglodytes,Sus scrofa	MACROH2A1	skeletal muscle tissue	MACROH2A1:skeletal muscle tissue	variant	MACROH2A1:HGNC:4740	5	J	5:J	94.380588,89.985000,88.495000,96.200000,89.710000,90.595000	6	91.56093137254902	3.0237026238818765	88.495	96.2	7.704999999999998	88.53722874866715	94.5846339964309	58
